uid,tweet,lemmatization,pos_tags,sentiment_score,sentiment_label
15725,congratul ÿ ‘  rajksinghindia get cabinet rank you deserv sir a man sheer talent ara aan baan shaan jai ÿ ® ÿ,congratul ÿ ‘  rajksinghindia get cabinet rank you deserv sir a man sheer talent ara aan baan shaan jai ÿ ® ÿ,congratul/NN ÿ/NNP ‘/NNP /NNP rajksinghindia/VBZ get/VB cabinet/JJ rank/NN you/PRP deserv/VBP sir/VB a/DT man/NN sheer/NN talent/NN ara/NN aan/NN baan/NN shaan/NN jai/NN ÿ/NNP ®/NNP ÿ/NN,1.0,positive
9573,rt patrateena gulfam bhaktij abdulqa e gazi drrizwanahmed dil diya gallan madrasa meri madad ba,rt patrateena gulfam bhaktij abdulqa e gazi drrizwanahmed dil diya gallan madrasa meri madad ba,rt/NN patrateena/NN gulfam/NN bhaktij/NN abdulqa/NN e/NN gazi/NN drrizwanahmed/VBD dil/JJ diya/NN gallan/NN madrasa/VBP meri/NN madad/NN ba/NN,1.0,positive
7924,is bc ulta chowk latka bata chapal marna chahiay,be bc ulta chowk latka bata chapal marna chahiay,is/VBZ bc/JJ ulta/JJ chowk/NN latka/NN bata/NN chapal/NN marna/NN chahiay/NN,-1.0,negative
10595,ghummans arysabirshakir opposit awam bewakoof smjhi bethi hay elect harnay aqal ai yah,ghummans arysabirshakir opposit awam bewakoof smjhi bethi hay elect harnay aqal ai yah,ghummans/NNS arysabirshakir/VBP opposit/NN awam/NN bewakoof/NN smjhi/NN bethi/NN hay/NN elect/VBP harnay/NN aqal/NN ai/VBP yah/NN,-1.0,negative
7472,milaneye reina ski we wait ™ anyth els for good milan i hope right decis taken we mu,milaneye reina ski we wait ™ anyth el for good milan i hope right decis take we mu,milaneye/NN reina/VBZ ski/JJ we/PRP wait/VBP ™/JJ anyth/NN els/NNS for/IN good/JJ milan/NN i/VBP hope/VBP right/JJ decis/NN taken/VBN we/PRP mu/VBP,1.0,positive
5051,bt twt yas baby u great i sooo fuck proud yall yall deserv world,bt twt yas baby u great i sooo fuck proud yall yall deserv world,bt/NN twt/NN yas/NN baby/NN u/JJ great/JJ i/NN sooo/VBP fuck/VBN proud/JJ yall/NN yall/NN deserv/NN world/NN,1.0,positive
14190,kaise mess desi logic agar larka respect becuz hez religiouz tou p,kaise mess desi logic agar larka respect becuz hez religiouz tou p,kaise/NN mess/NN desi/NN logic/JJ agar/NN larka/NN respect/NN becuz/NN hez/NN religiouz/NN tou/NN p/NN,1.0,positive
30850,sala mjh smjhta nh sab lye meni kia kuj nh kia per bari ayi to sala sabne muh pher lya,sala mjh smjhta nh sab lye meni kia kuj nh kia per bari ayi to sala sabne muh pher lya,sala/NN mjh/NN smjhta/NN nh/JJ sab/NN lye/NN meni/NN kia/NN kuj/NN nh/JJ kia/NN per/IN bari/NN ayi/NN to/TO sala/VB sabne/JJ muh/NN pher/NN lya/NN,-1.0,negative
10022,vmkm sumerseema yeh ghatna mumbai senior doctor ne suicid majboor,vmkm sumerseema yeh ghatna mumbai senior doctor ne suicid majboor,vmkm/NN sumerseema/NN yeh/NN ghatna/NN mumbai/NN senior/JJ doctor/NN ne/JJ suicid/NN majboor/NN,0.0,neutral
11586,rt blairimani ramadan mubarak lgbtq muslim world you love bless,rt blairimani ramadan mubarak lgbtq muslim world you love bless,rt/NN blairimani/NN ramadan/NN mubarak/NN lgbtq/NN muslim/JJ world/NN you/PRP love/VBP bless/NN,1.0,positive
9094,neha bhat pallaviprabhuk onc im support congress modi promis tht never happen bring back b,neha bhat pallaviprabhuk onc im support congress modi promis tht never happen bring back b,neha/NN bhat/WP pallaviprabhuk/VBZ onc/NN im/NN support/NN congress/NN modi/NN promis/NN tht/NN never/RB happen/VBD bring/VBG back/RP b/NN,0.0,neutral
13695,sameershaik asadowaisi syedasimwaqar dhruv tyagi jante bs or yadav mulle mar mithai pese mangne pr,sameershaik asadowaisi syedasimwaqar dhruv tyagi jante b or yadav mulle mar mithai pese mangne pr,sameershaik/NN asadowaisi/NN syedasimwaqar/NN dhruv/NN tyagi/NN jante/NN bs/NN or/CC yadav/NN mulle/NNS mar/VBP mithai/JJ pese/JJ mangne/NN pr/NN,-1.0,negative
27851,nishantchat trai sir ji i also got,nishantchat trai sir ji i also get,nishantchat/DT trai/NN sir/NN ji/NN i/NN also/RB got/VBD,1.0,positive
271,thi pride proud captain sarfaraza by way kameez shalwar pyjama bolkay dint look coo,thi pride proud captain sarfaraza by way kameez shalwar pyjama bolkay dint look coo,thi/JJ pride/NN proud/NN captain/NN sarfaraza/NN by/IN way/NN kameez/NNS shalwar/VBP pyjama/JJ bolkay/NN dint/NN look/NN coo/NN,1.0,positive
24659,ajaysha sherryontopp wo lega flop piddu girta girgit kutta,ajaysha sherryontopp wo lega flop piddu girta girgit kutta,ajaysha/NN sherryontopp/NN wo/MD lega/VB flop/JJ piddu/NN girta/NN girgit/NN kutta/NN,-1.0,negative
29256,baji jii chocolatibacha jo k peachi bolti is tweet copy kr k last pic jaga pic laga ÿ ˜ ‚ ÿ ˜ ‚,baji jii chocolatibacha jo k peachi bolti be tweet copy kr k last pic jaga pic laga ÿ ˜ ‚ ÿ ˜ ‚,baji/NN jii/NN chocolatibacha/NN jo/NN k/NN peachi/NN bolti/NN is/VBZ tweet/JJ copy/NN kr/NN k/NN last/JJ pic/NN jaga/NN pic/NN laga/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,1.0,positive
5861,yayyy i ™ wait ÿ,yayyy i ™ wait ÿ,yayyy/NN i/NN ™/VBP wait/NN ÿ/NN,1.0,positive
27747,padhtey kitab ladhtey pakdhnei walay kalam hath giribaan pakdhtey ilm hasil dunia ko,padhtey kitab ladhtey pakdhnei walay kalam hath giribaan pakdhtey ilm hasil dunia ko,padhtey/NN kitab/NN ladhtey/NN pakdhnei/NN walay/NN kalam/VBZ hath/NN giribaan/NN pakdhtey/NN ilm/NN hasil/NN dunia/NN ko/NN,1.0,positive
37638,im ordinari person im also right wish talent person happi birthday mentor,im ordinari person im also right wish talent person happi birthday mentor,im/NN ordinari/MD person/NN im/VB also/RB right/JJ wish/JJ talent/NN person/NN happi/JJ birthday/NN mentor/NN,1.0,positive
6103,alphanse wish happy birthday dear jiyo hajaro sal sal din hazar,alphanse wish happy birthday dear jiyo hajaro sal sal din hazar,alphanse/JJ wish/JJ happy/JJ birthday/NN dear/VBP jiyo/NN hajaro/NN sal/NN sal/NN din/VBZ hazar/NN,1.0,positive
23867,kuttey shaukh farmaati bechare kuttey chor rakkasa bechara mu p,kuttey shaukh farmaati bechare kuttey chor rakkasa bechara mu p,kuttey/NN shaukh/NN farmaati/NN bechare/NN kuttey/FW chor/NN rakkasa/NN bechara/NN mu/NN p/NN,-1.0,negative
4807,petkuch theknig ok sorry n emotions rokne zarrort nii gali dena h de skte bura nii lgega u carion ÿ ‘  ÿ ‘ ,petkuch theknig ok sorry n emotion rokne zarrort nii gali dena h de skte bura nii lgega u carion ÿ ‘  ÿ ‘ ,petkuch/JJ theknig/NN ok/NN sorry/NN n/JJ emotions/NNS rokne/VBP zarrort/NN nii/NN gali/NN dena/NN h/NN de/IN skte/FW bura/NN nii/FW lgega/JJ u/JJ carion/NN ÿ/NNP ‘/NNP /NNP ÿ/NNP ‘/NNP /NN,-1.0,negative
32866,rt gujjuboss ham gujju chutiye bina samje tweet chutiy,rt gujjuboss ham gujju chutiye bina samje tweet chutiy,rt/NN gujjuboss/NN ham/NN gujju/NN chutiye/NN bina/NN samje/JJ tweet/NN chutiy/NN,-1.0,negative
43199,happy birthday allah pak apko hmesha kuah rkhy may u live long sajidayoubi msmnpunjab,happy birthday allah pak apko hmesha kuah rkhy may u live long sajidayoubi msmnpunjab,happy/JJ birthday/NN allah/IN pak/NN apko/NN hmesha/NN kuah/FW rkhy/NN may/MD u/VB live/JJ long/RB sajidayoubi/JJ msmnpunjab/NN,1.0,positive
31150,rizwanpehelwan he better whole youtub lot issko cancel phir koun bachega,rizwanpehelwan he good whole youtub lot issko cancel phir koun bachega,rizwanpehelwan/NN he/PRP better/JJR whole/JJ youtub/NN lot/NN issko/JJ cancel/NN phir/NN koun/NN bachega/NN,0.0,neutral
21363,bahot khub yar good yah waki shandar best mutual fund app groww groww,bahot khub yar good yah waki shandar best mutual fund app groww groww,bahot/JJ khub/NN yar/RB good/JJ yah/NN waki/NN shandar/NN best/JJS mutual/JJ fund/NN app/NN groww/NN groww/NN,0.0,neutral
437,maryamnsharif tho saal hospit nizam drust kyu nahi kia sharam tho athi tumhe keunke tera baap bh,maryamnsharif tho saal hospit nizam drust kyu nahi kia sharam tho athi tumhe keunke tera baap bh,maryamnsharif/NN tho/NN saal/NN hospit/NN nizam/JJ drust/NN kyu/NN nahi/JJ kia/NN sharam/NN tho/NN athi/NN tumhe/NN keunke/NN tera/NN baap/NN bh/NN,-1.0,negative
21296,rssurjewala new paper new channel dikhane news special ii dor ham au,rssurjewala new paper new channel dikhane news special ii dor ham au,rssurjewala/JJ new/JJ paper/NN new/JJ channel/NNS dikhane/NN news/NN special/JJ ii/NN dor/NN ham/NN au/NN,0.0,neutral
12991,m jamal nasir azkhawaja dikh westindi maar k chli ÿ £ ÿ £ paksitan team heera mandi gyi ÿ £ ÿ £,m jamal nasir azkhawaja dikh westindi maar k chli ÿ £ ÿ £ paksitan team heera mandi gyi ÿ £ ÿ £,m/NN jamal/NN nasir/JJ azkhawaja/NN dikh/NN westindi/NN maar/NN k/NN chli/NN ÿ/NNP £/NNP ÿ/NNP £/NNP paksitan/NN team/NN heera/NN mandi/NN gyi/NN ÿ/NNP £/NNP ÿ/NNP £/NN,-1.0,negative
24860,ba zimbabw ki kami khalni chahie sake record tod anaimran khan sarfarazkabhidhokhanahidega pakvwi,ba zimbabw ki kami khalni chahie sake record tod anaimran khan sarfarazkabhidhokhanahidega pakvwi,ba/NN zimbabw/NN ki/NN kami/NN khalni/NN chahie/NNS sake/VBP record/NN tod/NN anaimran/VBD khan/NNP sarfarazkabhidhokhanahidega/VBD pakvwi/NN,0.0,neutral
27096,rt buyhatke find best deal offer product sold onlin build collect season get telegram alert,rt buyhatke find best deal offer product sell onlin build collect season get telegram alert,rt/NN buyhatke/NN find/VBP best/JJS deal/NN offer/NN product/NN sold/VBN onlin/JJ build/NN collect/NN season/NN get/VBP telegram/JJ alert/NN,1.0,positive
14861,bkdhan gautamb ye gyaan sagar mullo naam badal hindu ldkiyo fasate,bkdhan gautamb ye gyaan sagar mullo naam badal hindu ldkiyo fasate,bkdhan/NN gautamb/NN ye/NN gyaan/NN sagar/NN mullo/NN naam/JJ badal/NN hindu/NN ldkiyo/NN fasate/NN,0.0,neutral
5061,heena koi kisi party ka bhi samarthak ho lekin ham aisi partiyon ko jute ki nok pe rahenge jo secular,heena koi kisi party ka bhi samarthak ho lekin ham aisi partiyon ko jute ki nok pe rahenge jo secular,heena/NN koi/NNP kisi/NNP party/NN ka/NN bhi/NN samarthak/NN ho/NN lekin/FW ham/NN aisi/NN partiyon/NN ko/VBD jute/JJ ki/NN nok/NN pe/NN rahenge/NN jo/NN secular/NN,0.0,neutral
6763,rt ayeshaafx i love twitter girlfriends wth ÿ ˜ ­ ï  syedxmxria aniesakha samzzxox shehnazmalik riana shormilli sadiyasyed,rt ayeshaafx i love twitter girlfriend wth ÿ ˜ ­ ï  syedxmxria aniesakha samzzxox shehnazmalik riana shormilli sadiyasyed,rt/NN ayeshaafx/NN i/NN love/VBP twitter/NN girlfriends/NNS wth/VBP ÿ/JJ ˜/NNP ­/NNP ï/NNP /NNP syedxmxria/NN aniesakha/NN samzzxox/NN shehnazmalik/NN riana/NN shormilli/NN sadiyasyed/VBD,1.0,positive
24049,intrepidsaffron i respect south mani frnd muh bc ymuttarakhand tamil kerela model fuck,intrepidsaffron i respect south mani frnd muh bc ymuttarakhand tamil kerela model fuck,intrepidsaffron/NN i/NN respect/VBP south/JJ mani/JJ frnd/NN muh/NN bc/NN ymuttarakhand/NN tamil/NN kerela/VBD model/NN fuck/NN,0.0,neutral
39614,tumse paaya tabhi durexindia waalo bolna pada tumse payega,tumse paaya tabhi durexindia waalo bolna pada tumse payega,tumse/NN paaya/NN tabhi/JJ durexindia/NN waalo/NN bolna/NN pada/NN tumse/NN payega/NN,1.0,positive
13735,bbhuttozardari bakhtawarbz last year se apki party ne mulk socha gurbat gareeb,bbhuttozardari bakhtawarbz last year se apki party ne mulk socha gurbat gareeb,bbhuttozardari/NN bakhtawarbz/NN last/JJ year/NN se/VBD apki/IN party/NN ne/JJ mulk/NN socha/NN gurbat/NN gareeb/NN,0.0,neutral
8406,warrioradnan hafiz hayat darbaar pr all i ask good food one last time,warrioradnan hafiz hayat darbaar pr all i ask good food one last time,warrioradnan/NN hafiz/NN hayat/NN darbaar/NN pr/IN all/DT i/JJ ask/VBP good/JJ food/NN one/CD last/JJ time/NN,1.0,positive
42182,dukethcma imli ki chatniii best one pudinay chatni fight,dukethcma imli ki chatniii best one pudinay chatni fight,dukethcma/NN imli/NN ki/NN chatniii/NN best/JJS one/CD pudinay/NN chatni/NN fight/NN,0.0,neutral
5672,misbah adam misbahhh hurayyy larki agaye world cup medan dhuzzz dhuzzzx dhuzzzx,misbah adam misbahhh hurayyy larki agaye world cup medan dhuzzz dhuzzzx dhuzzzx,misbah/NN adam/NN misbahhh/NN hurayyy/NN larki/NN agaye/JJ world/NN cup/NN medan/NN dhuzzz/NN dhuzzzx/NN dhuzzzx/NN,1.0,positive
2810,rahuldhodhriya jm scindia priyarajes ascindia apki jeet chupi sb maharaj hein aur,rahuldhodhriya jm scindia priyarajes ascindia apki jeet chupi sb maharaj hein aur,rahuldhodhriya/NN jm/NN scindia/NN priyarajes/NN ascindia/NN apki/JJ jeet/NN chupi/NN sb/NN maharaj/NN hein/NN aur/NN,1.0,positive
25409,rt shademcqueen nizamfarheen point life ok pain n hurt you accept learn,rt shademcqueen nizamfarheen point life ok pain n hurt you accept learn,rt/NN shademcqueen/NN nizamfarheen/JJ point/NN life/NN ok/JJ pain/NN n/JJ hurt/NN you/PRP accept/VBP learn/VB,1.0,positive
37126,unyunicoen love rest life laa rahsya nur assykeen ÿÿÿ,unyunicoen love rest life laa rahsya nur assykeen ÿÿÿ,unyunicoen/JJ love/NN rest/NN life/NN laa/VBD rahsya/JJ nur/RB assykeen/JJ ÿÿÿ/NN,1.0,positive
31109,nayadaurpk urdu qadianio ka muslim mila khuda tumhen hidayat kufar bad treen shakal qadiaaniyyat,nayadaurpk urdu qadianio ka muslim mila khuda tumhen hidayat kufar bad treen shakal qadiaaniyyat,nayadaurpk/JJ urdu/JJ qadianio/NN ka/NN muslim/NN mila/NN khuda/NN tumhen/NN hidayat/NN kufar/NN bad/JJ treen/JJ shakal/NN qadiaaniyyat/NN,0.0,neutral
24712,rt satish badhan hum berojgar laye sarkar or halat khrab even pass year and month pass documen,rt satish badhan hum berojgar laye sarkar or halat khrab even pass year and month pas documen,rt/NN satish/JJ badhan/NN hum/NN berojgar/NN laye/NN sarkar/NN or/CC halat/JJ khrab/NNS even/RB pass/VBP year/NN and/CC month/NN pass/NN documen/NNS,-1.0,negative
36050,ÿ ™  sikh punjab respect great son mother india hutatma sardar beant singh ji hutatma sardar satwant singh,ÿ ™  sikh punjab respect great son mother india hutatma sardar beant singh ji hutatma sardar satwant singh,ÿ/JJ ™/NNP /NNP sikh/VBD punjab/JJ respect/NN great/JJ son/NN mother/NN india/JJ hutatma/NN sardar/NN beant/NN singh/NN ji/NN hutatma/NN sardar/NN satwant/NN singh/NN,1.0,positive
42449,without rohit akshay ki aukaat isse bhi pata hai under cr baap ko bhulege nhi ye log ÿ ˜ ‚,without rohit akshay ki aukaat isse bhi pata hai under cr baap ko bhulege nhi ye log ÿ ˜ ‚,without/IN rohit/JJ akshay/NN ki/NN aukaat/NN isse/NN bhi/NN pata/NN hai/NN under/IN cr/NN baap/NN ko/NN bhulege/NN nhi/NN ye/NN log/NN ÿ/NNP ˜/NNP ‚/NN,0.0,neutral
16497,fav batsman imro fav fast bowler jaspritbumrah fav spin twin yuzi chahal imkuldeep fav captain,fav batsman imro fav fast bowler jaspritbumrah fav spin twin yuzi chahal imkuldeep fav captain,fav/JJ batsman/NN imro/NN fav/NN fast/RB bowler/NN jaspritbumrah/NN fav/NN spin/NN twin/NN yuzi/NN chahal/JJ imkuldeep/JJ fav/NN captain/NN,0.0,neutral
25229,rt ohteenquot not everyon ™ i love sincer ÿ ’ ”,rt ohteenquot not everyon ™ i love sincer ÿ ’ ”,rt/NN ohteenquot/MD not/RB everyon/VB ™/NN i/NN love/VBP sincer/NN ÿ/NNP ’/NNP ”/NN,0.0,neutral
1670,kyaa mam apki aage jaoge wish u ˜ º ˜ º,kyaa mam apki aage jaoge wish u ˜ º ˜ º,kyaa/NN mam/NN apki/JJ aage/NN jaoge/NN wish/JJ u/JJ ˜/NN º/NNP ˜/NNP º/NN,1.0,positive
7003,aajtak kumarvikrants mausamiiu chalo pakka yakin jitega modi adhyaksh hamar,aajtak kumarvikrants mausamiiu chalo pakka yakin jitega modi adhyaksh hamar,aajtak/JJ kumarvikrants/NNS mausamiiu/VBP chalo/JJ pakka/NN yakin/FW jitega/NN modi/NN adhyaksh/NN hamar/NN,0.0,neutral
18680,iss bar election delhi seat amethi seat pr bjp jeet payi credit shehzad ind,iss bar election delhi seat amethi seat pr bjp jeet payi credit shehzad ind,iss/JJ bar/NN election/NN delhi/VBZ seat/JJ amethi/JJ seat/NN pr/NN bjp/NN jeet/NN payi/NN credit/NN shehzad/NN ind/NN,0.0,neutral
4697,rt saniyas exactli season old charm intact episod ago pata achche khaase show band bajaa rah,rt saniyas exactli season old charm intact episod ago pata achche khaase show band bajaa rah,rt/NN saniyas/NN exactli/NN season/NN old/JJ charm/NN intact/JJ episod/NN ago/IN pata/NN achche/NN khaase/NN show/NN band/NN bajaa/NN rah/NN,0.0,neutral
17902,bohat e noice ÿ – ï  frnd ÿ ˜ š dsro understand krti uh ÿ ˜  ï  tweet lit ÿ ” hotin û ” û ” stay bless ÿœ,bohat e noice ÿ – ï  frnd ÿ ˜ š dsro understand krti uh ÿ ˜  ï  tweet light ÿ ” hotin û ” û ” stay bless ÿœ,bohat/DT e/JJ noice/NN ÿ/NNP –/NNP ï/NNP /NNP frnd/NN ÿ/NNP ˜/NNP š/NNP dsro/NN understand/NN krti/NN uh/NN ÿ/NNP ˜/NNP /NNP ï/NNP /NNP tweet/NN lit/VBD ÿ/NNP ”/NNP hotin/NN û/NNP ”/NNP û/NNP ”/NNP stay/NN bless/RB ÿœ/VBD,1.0,positive
35312,chfraz sa phela match dia ny eng bangladesh sy tou aram point tabl mn ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ÿ ˜ ÿ ˜,chfraz sa phela match dia ny eng bangladesh sy tou aram point tabl mn ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ÿ ˜ ÿ ˜,chfraz/NN sa/NN phela/NN match/NN dia/NN ny/JJ eng/NN bangladesh/NN sy/NN tou/NN aram/NN point/NN tabl/NN mn/NN ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ÿ/NNP ˜/NNP ÿ/NNP ˜/NN,0.0,neutral
5554,mani shri pratap chandra sarangi ji kendra rajya mantri banakar modi ji samaj aarthik asamanta,mani shri pratap chandra sarangi ji kendra rajya mantri banakar modi ji samaj aarthik asamanta,mani/NN shri/NN pratap/NN chandra/NN sarangi/NN ji/NN kendra/NN rajya/NN mantri/NN banakar/NN modi/NN ji/NN samaj/NN aarthik/NN asamanta/NN,0.0,neutral
10680,hostag good show friend a dialogu pathavi singh launda seriou fabul super excit tiscatim,hostag good show friend a dialogu pathavi singh launda seriou fabul super excit tiscatim,hostag/NN good/JJ show/NN friend/VBP a/DT dialogu/NN pathavi/NN singh/NN launda/NN seriou/NN fabul/NN super/NN excit/NN tiscatim/NN,1.0,positive
14289,imtiazalamsafma love u sir humay logo zarort ha hamra dard punjab ma mahsos ha sir qasam ap,imtiazalamsafma love u sir humay logo zarort ha hamra dard punjab ma mahsos ha sir qasam ap,imtiazalamsafma/NN love/NN u/NN sir/NN humay/NN logo/NN zarort/NN ha/NN hamra/NN dard/NN punjab/NN ma/NN mahsos/NN ha/NN sir/NN qasam/NN ap/NN,1.0,positive
26175,fuck dem sucka ass post we dont care ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,fuck dem sucka as post we dont care ÿ ˜ ‚ ÿ ˜ ‚ ÿ ˜ ‚,fuck/JJ dem/NN sucka/NN ass/NN post/NN we/PRP dont/VBP care/JJ ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NNP ÿ/NNP ˜/NNP ‚/NN,0.0,neutral
28916,azkhawaja haha ha kal wi kese bachoge i feel,azkhawaja haha ha kal wi kese bachoge i feel,azkhawaja/NN haha/NN ha/NN kal/NN wi/IN kese/JJ bachoge/NN i/NN feel/VBP,0.0,neutral
22080,ajanaenaexo why i alway get dick pic i don ™ even like dick ÿ ˜ ­ i wanna titt pussi not dick ÿ ™ „,ajanaenaexo why i alway get dick pic i don ™ even like dick ÿ ˜ ­ i wan na titt pussi not dick ÿ ™ „,ajanaenaexo/JJ why/WRB i/VBP alway/RB get/VB dick/JJ pic/NN i/NN don/VBP ™/RB even/RB like/IN dick/NN ÿ/NNP ˜/NNP ­/NNP i/NN wan/VBP na/TO titt/VB pussi/NN not/RB dick/JJ ÿ/NNP ™/NNP „/NN,0.0,neutral
21142,awai yar gulbukhari ghatiya admi is khana kaaba pr mukamal banadi lagao or ulta kr pichwara la,awai yar gulbukhari ghatiya admi be khana kaaba pr mukamal banadi lagao or ulta kr pichwara la,awai/NN yar/NN gulbukhari/NN ghatiya/NN admi/NN is/VBZ khana/JJ kaaba/NNS pr/VBP mukamal/JJ banadi/NN lagao/NN or/CC ulta/JJ kr/NN pichwara/NN la/NN,0.0,neutral
43161,sambit patrag ek asman chhat allah bichchaya uski uchai badhaya taki ham aaram,sambit patrag ek asman chhat allah bichchaya uski uchai badhaya taki ham aaram,sambit/NN patrag/NN ek/NN asman/NN chhat/WP allah/VBZ bichchaya/NN uski/JJ uchai/JJ badhaya/NN taki/NN ham/NN aaram/NN,1.0,positive
6165,as hon pm narendra modi je encourag swach bharat mission india result posit impact some part ind,a hon pm narendra modi je encourag swach bharat mission india result posit impact some part ind,as/IN hon/NN pm/NN narendra/JJ modi/NN je/NN encourag/VBP swach/NN bharat/NN mission/NN india/NN result/NN posit/NN impact/NN some/DT part/NN ind/NN,1.0,positive
10383,tejasvi surya chhote tejasvi bhut age jayo ge hindi improv karana ga kay,tejasvi surya chhote tejasvi bhut age jayo ge hindi improv karana ga kay,tejasvi/NN surya/NN chhote/NN tejasvi/NN bhut/NN age/NN jayo/NN ge/NN hindi/NN improv/NN karana/NNP ga/NN kay/NN,1.0,positive
39151,no other languag has a word as sweet as jaan in urdu ï ,no other languag have a word as sweet a jaan in urdu ï ,no/DT other/JJ languag/NN has/VBZ a/DT word/NN as/RB sweet/JJ as/IN jaan/NN in/IN urdu/JJ ï/NN /NN,1.0,positive
40814,aapko etna mirchi lag garibo masiha chara chor nikla aapke enke milian money nh,aapko etna mirchi lag garibo masiha chara chor nikla aapke enke milian money nh,aapko/NN etna/NN mirchi/NN lag/NN garibo/NN masiha/NN chara/NN chor/NN nikla/JJ aapke/NN enke/NN milian/JJ money/NN nh/NN,-1.0,negative
22278,shatrugansinha sir ji janta ask one question whi tweet till,shatrugansinha sir ji janta ask one question whi tweet till,shatrugansinha/NN sir/NN ji/NN janta/NN ask/VB one/CD question/NN whi/NN tweet/NN till/NN,1.0,positive
3750,modiledubega tum neta chor nrend modi lalu rahul gandhi chor bass jita,modiledubega tum neta chor nrend modi lalu rahul gandhi chor bass jita,modiledubega/JJ tum/NN neta/NN chor/NN nrend/VBP modi/NN lalu/NN rahul/NN gandhi/NN chor/NN bass/NN jita/NN,-1.0,negative
12398,acharyapramodk abe chutiya dhongi baba janta teri gand mar phir bakchodi mc ch,acharyapramodk abe chutiya dhongi baba janta teri gand mar phir bakchodi mc ch,acharyapramodk/NN abe/NN chutiya/NN dhongi/NN baba/NN janta/NN teri/NN gand/NN mar/NN phir/NN bakchodi/NN mc/NN ch/NN,-1.0,negative
31589,zarfoffici crank wese sound h kabhi shaadi aao din hame su,zarfoffici crank wese sound h kabhi shaadi aao din hame su,zarfoffici/NN crank/NN wese/JJ sound/NN h/NN kabhi/NN shaadi/NN aao/NN din/NN hame/NN su/NN,0.0,neutral
19609,allah pak jiskay bgair reh usko uskay ya tou chahat dil daal daal dy,allah pak jiskay bgair reh usko uskay ya tou chahat dil daal daal dy,allah/NN pak/NN jiskay/NN bgair/NN reh/NN usko/JJ uskay/JJ ya/NN tou/NN chahat/WP dil/VBZ daal/NN daal/NN dy/NN,1.0,positive
23622,arrey chicha khud ganja maare media samne daaru pikar pahunch jate ranchi new shrab dukan,arrey chicha khud ganja maar medium samne daaru pikar pahunch jate ranchi new shrab dukan,arrey/JJ chicha/JJ khud/NN ganja/NN maare/NN media/NNS samne/VBP daaru/JJ pikar/NN pahunch/NN jate/NN ranchi/VBD new/JJ shrab/NN dukan/NN,1.0,positive
12275,sale dalle manakgupta tuje hindi modi najar ate likin paresan janta sale bc dalle sale chutiye bh,sale dalle manakgupta tuje hindi modi najar ate likin paresan janta sale bc dalle sale chutiye bh,sale/NN dalle/NN manakgupta/NN tuje/NN hindi/NN modi/NN najar/JJ ate/NN likin/NN paresan/NN janta/NN sale/NN bc/NN dalle/JJ sale/NN chutiye/NN bh/NN,-1.0,negative
8139,witchykun can u n bt all shutup im a emotional gay and i love you alk so much evern yhe star cant compare,witchykun can u n bt all shutup im a emotional gay and i love you alk so much evern yhe star cant compare,witchykun/NN can/MD u/VB n/JJ bt/NN all/DT shutup/VBP im/VB a/DT emotional/JJ gay/NN and/CC i/VB love/VBP you/PRP alk/VBP so/RB much/JJ evern/JJ yhe/NN star/NN cant/NN compare/NN,0.0,neutral
20795,rt binayku secular hoon satpalpunia toh hua bjp join baba jee ganga ji trah pavitra,rt binayku secular hoon satpalpunia toh hua bjp join baba jee ganga ji trah pavitra,rt/NN binayku/NN secular/JJ hoon/NN satpalpunia/NN toh/NN hua/NN bjp/NN join/NN baba/NN jee/NN ganga/NN ji/NN trah/NN pavitra/NN,0.0,neutral
21052,kalamwati hi radhika pleas dm us email id contact earliest faraz,kalamwati hi radhika plea dm u email id contact early faraz,kalamwati/NNS hi/VBP radhika/JJ pleas/NNS dm/VBP us/PRP email/VBP id/JJ contact/NN earliest/JJS faraz/NN,1.0,positive
22310,rt wasim dr last jumma beauti month ramadan â may allah accept duaa ibadat forgiv us ameen pra,rt wasim dr last jumma beauti month ramadan â may allah accept duaa ibadat forgiv u ameen pra,rt/NN wasim/NN dr/NN last/JJ jumma/NN beauti/VBD month/NN ramadan/NN â/NN may/MD allah/VB accept/VB duaa/JJ ibadat/NN forgiv/VBD us/PRP ameen/JJ pra/NN,1.0,positive
40002,rt ducksarch best tik tok ever,rt ducksarch best tik tok ever,rt/NN ducksarch/NN best/JJS tik/NN tok/NN ever/RB,0.0,neutral
24448,narendramodi aapko bharat desh dobara pm banne dher saari subhkaamnayein apka hriday abhinandan a,narendramodi aapko bharat desh dobara pm banne dher saari subhkaamnayein apka hriday abhinandan a,narendramodi/JJ aapko/NN bharat/NN desh/JJ dobara/NN pm/NN banne/NN dher/NN saari/NN subhkaamnayein/NN apka/NN hriday/NN abhinandan/VBZ a/DT,1.0,positive
28327,phata dhol have good day ahead,phata dhol have good day ahead,phata/NN dhol/NNS have/VBP good/JJ day/NN ahead/RB,1.0,positive
